Model,Model_Type,Model_Size,Image_Name,Processing_Time_Seconds,Total_Detections_In_Image,Detected_Object,Confidence
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.289
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.268
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.267
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.261
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.251
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.243
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.24
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.237
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,dining table,0.233
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.228
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.223
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.22
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.215
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.189
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.188
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.188
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.179
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.178
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.177
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.176
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.175
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.173
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.169
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.169
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.165
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.165
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.164
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.147
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.143
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.127
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.126
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.119
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.116
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.112
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.109
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.108
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,cake,0.102
yolov8n-seg.pt,Segmentation,Nano,04a03bdd53.jpg,0.258,43,donut,0.102
yolov8n-seg.pt,Segmentation,Nano,04a03c4497.jpg,0.219,6,sandwich,0.432
yolov8n-seg.pt,Segmentation,Nano,04a03c4497.jpg,0.219,6,orange,0.232
yolov8n-seg.pt,Segmentation,Nano,04a03c4497.jpg,0.219,6,dining table,0.213
yolov8n-seg.pt,Segmentation,Nano,04a03c4497.jpg,0.219,6,dining table,0.15
yolov8n-seg.pt,Segmentation,Nano,04a03c4497.jpg,0.219,6,banana,0.146
yolov8n-seg.pt,Segmentation,Nano,04a03c4497.jpg,0.219,6,orange,0.125
yolov8n-seg.pt,Segmentation,Nano,04a03d9286.jpg,0.14,4,sandwich,0.74
yolov8n-seg.pt,Segmentation,Nano,04a03d9286.jpg,0.14,4,broccoli,0.65
yolov8n-seg.pt,Segmentation,Nano,04a03d9286.jpg,0.14,4,sandwich,0.529
yolov8n-seg.pt,Segmentation,Nano,04a03d9286.jpg,0.14,4,carrot,0.379
yolov8n-seg.pt,Segmentation,Nano,04a03f9a56.jpg,0.145,4,cake,0.573
yolov8n-seg.pt,Segmentation,Nano,04a03f9a56.jpg,0.145,4,dining table,0.435
yolov8n-seg.pt,Segmentation,Nano,04a03f9a56.jpg,0.145,4,knife,0.185
yolov8n-seg.pt,Segmentation,Nano,04a03f9a56.jpg,0.145,4,fork,0.167
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,broccoli,0.729
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,broccoli,0.662
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,bowl,0.357
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,broccoli,0.335
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,broccoli,0.262
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,broccoli,0.206
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,broccoli,0.176
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,broccoli,0.174
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,broccoli,0.171
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,broccoli,0.152
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,broccoli,0.15
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,broccoli,0.132
yolov8n-seg.pt,Segmentation,Nano,04a048696d.jpg,0.152,13,broccoli,0.11
yolov8n-seg.pt,Segmentation,Nano,04a048940d.jpg,0.16,3,dining table,0.378
yolov8n-seg.pt,Segmentation,Nano,04a048940d.jpg,0.16,3,sandwich,0.315
yolov8n-seg.pt,Segmentation,Nano,04a048940d.jpg,0.16,3,banana,0.125
yolov8n-seg.pt,Segmentation,Nano,04a048ca38.jpg,0.165,6,donut,0.597
yolov8n-seg.pt,Segmentation,Nano,04a048ca38.jpg,0.165,6,donut,0.596
yolov8n-seg.pt,Segmentation,Nano,04a048ca38.jpg,0.165,6,donut,0.575
yolov8n-seg.pt,Segmentation,Nano,04a048ca38.jpg,0.165,6,donut,0.564
yolov8n-seg.pt,Segmentation,Nano,04a048ca38.jpg,0.165,6,donut,0.56
yolov8n-seg.pt,Segmentation,Nano,04a048ca38.jpg,0.165,6,donut,0.376
yolov8n-seg.pt,Segmentation,Nano,04a04ab0d1.jpg,0.14,3,bottle,0.911
yolov8n-seg.pt,Segmentation,Nano,04a04ab0d1.jpg,0.14,3,bottle,0.899
yolov8n-seg.pt,Segmentation,Nano,04a04ab0d1.jpg,0.14,3,bottle,0.862
yolov8n-seg.pt,Segmentation,Nano,04a04b15d8.jpg,0.139,5,cake,0.409
yolov8n-seg.pt,Segmentation,Nano,04a04b15d8.jpg,0.139,5,dining table,0.342
yolov8n-seg.pt,Segmentation,Nano,04a04b15d8.jpg,0.139,5,donut,0.148
yolov8n-seg.pt,Segmentation,Nano,04a04b15d8.jpg,0.139,5,cake,0.143
yolov8n-seg.pt,Segmentation,Nano,04a04b15d8.jpg,0.139,5,cake,0.111
yolov8n-seg.pt,Segmentation,Nano,04a04ed826.jpg,0.161,4,cake,0.914
yolov8n-seg.pt,Segmentation,Nano,04a04ed826.jpg,0.161,4,dining table,0.319
yolov8n-seg.pt,Segmentation,Nano,04a04ed826.jpg,0.161,4,dining table,0.214
yolov8n-seg.pt,Segmentation,Nano,04a04ed826.jpg,0.161,4,person,0.143
yolov8n-seg.pt,Segmentation,Nano,04a04f3809.jpg,0.208,6,bowl,0.844
yolov8n-seg.pt,Segmentation,Nano,04a04f3809.jpg,0.208,6,orange,0.552
yolov8n-seg.pt,Segmentation,Nano,04a04f3809.jpg,0.208,6,dining table,0.267
yolov8n-seg.pt,Segmentation,Nano,04a04f3809.jpg,0.208,6,cake,0.224
yolov8n-seg.pt,Segmentation,Nano,04a04f3809.jpg,0.208,6,dining table,0.136
yolov8n-seg.pt,Segmentation,Nano,04a04f3809.jpg,0.208,6,sandwich,0.131
yolov8n-seg.pt,Segmentation,Nano,04a050229d.jpg,0.194,22,bottle,0.873
yolov8n-seg.pt,Segmentation,Nano,04a050229d.jpg,0.194,22,bottle,0.861
yolov8n-seg.pt,Segmentation,Nano,04a050229d.jpg,0.194,22,carrot,0.718
yolov8n-seg.pt,Segmentation,Nano,04a050229d.jpg,0.194,22,dining table,0.56
yolov8n-seg.pt,Segmentation,Nano,04a050229d.jpg,0.194,22,bowl,0.549
yolov8n-seg.pt,Segmentation,Nano,04a050229d.jpg,0.194,22,carrot,0.36
yolov8n-seg.pt,Segmentation,Nano,04a050229d.jpg,0.194,22,bottle,0.347
